"ID","ItemType","Name","Model","Inventory","Script"
"active_de_r_bed_19","Activator","Bed","f\Active_De_Bed_19.NIF","","Bed_Standard"
"active_de_r_bed_20","Activator","Bed","f\Active_De_Bed_20.NIF","","Bed_Standard"
"active_frostattack_unique","Activator","","f\Furn_Ashl_Chime_01.NIF","","cariusgoneScript"
"active_glacier_wind","Activator","","f\active_glacier_wind.NIF","",""
"active_kolfinna_beddisable","Activator","Bed","f\Furn_Com_Bed_03.nif","","BedDisable"
"active_kolfinna_bedenable","Activator","Bed","f\Furn_Com_Bed_03.nif","","BedEnable"
"active_lookout_unique","Activator","","f\Furn_Ashl_Chime_01.NIF","","lookoutScript"
"active_nels_pelagiad","Activator","Nels Llendo Scriptholder","f\Furn_banner_hlaalu_01.nif","","nels_llendoScript"
"active_port_andra","Activator","Andasreth Propylon","i\active_port_Andra.NIF","","Warp_Andra"
"active_port_beran","Activator","Berandas Propylon","i\active_port_Beran.NIF","","Warp_Beran"
"active_port_falas","Activator","Falasmaryon Propylon","i\active_port_Falag.NIF","","Warp_Falas"
"active_port_falen","Activator","Falensarano Propylon","i\active_port_Falen.NIF","","Warp_Falen"
"active_port_hlor","Activator","Hlormaren Propylon","i\active_port_Hlor.NIF","","Warp_Hlor"
"active_port_indo","Activator","Indoranyon Propylon","i\active_port_Indo.NIF","","Warp_Indo"
"active_port_maran","Activator","Marandus Propylon","i\active_port_Maran.NIF","","Warp_Maran"
"active_port_roth","Activator","Rotheran Propylon","i\active_port_Roth.NIF","","Warp_Roth"
"active_port_telas","Activator","Telasero Propylon","i\active_port_Telas.NIF","","Warp_Telas"
"active_port_valen","Activator","Valenvaryon Propylon","i\active_port_Valen.NIF","","Warp_Valen"
"active_sign_ald-ruhn_01","Activator","Ald-ruhn","f\Active_signpost_01.NIF","",""
"active_sign_ald-ruhn_02","Activator","Ald-ruhn","f\Active_signpost_02.NIF","",""
"active_sign_ald-ruhnB_01","Activator","Ald-ruhn (back road)","f\Active_signpost_01.NIF","",""
"active_sign_ald-ruhnM_01","Activator","Ald-ruhn (main road)","f\Active_signpost_01.NIF","",""
"active_sign_aldvelothi_01","Activator","Ald Velothi","f\Active_signpost_01.NIF","",""
"active_sign_balmora_01","Activator","Balmora","f\Active_signpost_02.NIF","",""
"active_sign_balmora_02","Activator","Balmora","f\Active_signpost_01.NIF","",""
"active_sign_buckmoth_01","Activator","Buckmoth Legion Fort","f\Active_signpost_01.NIF","",""
"active_sign_buckmoth_02","Activator","Buckmoth Legion Fort","f\Active_signpost_02.NIF","",""
"active_sign_buckmothB_01","Activator","Buckmoth Fort (back road)","f\Active_signpost_01.NIF","",""
"active_sign_buckmothM_01","Activator","Buckmoth Fort (main road)","f\Active_signpost_01.NIF","",""
"active_sign_c_alchemy_01","Activator","Imperial Alchemy","f\Active_sign_C_alchemy_01.NIF","",""
"active_sign_c_arms_01","Activator","Imperial Arms","f\Active_sign_C_arms_01.NIF","",""
"active_sign_c_arms_02","Activator","Imperial Arms","f\Active_sign_C_arms_02.NIF","",""
"active_sign_c_arms_caldera","Activator","Hodlismod: Armorer","f\Active_sign_C_arms_01.NIF","","SignRotate"
"active_sign_c_clothing_01","Activator","Falanaamo: Clothier","f\Active_sign_C_clothing_01.NIF","","SignRotate"
"active_sign_c_clothing_falanaam","Activator","Falanaamo: Clothier","f\Active_sign_C_clothing_01.NIF","","SignRotate"
"active_sign_c_goods_01","Activator","Verick Germain: Trader","f\Active_sign_C_goods_01.NIF","","SignRotate"
"active_sign_c_goods_02","Activator","Imperial Goods","f\Active_sign_C_goods_02.NIF","",""
"active_sign_c_goods_caldera","Activator","Verick Germain: Trader","f\Active_sign_C_goods_01.NIF","","SignRotate"
"active_sign_c_goods_heifnir","Activator","Heifnir: Trader","f\Active_sign_C_goods_02.NIF","",""
"active_sign_c_goods_mebestien","Activator","Mebestien's Supplies","f\Active_sign_C_goods_01.NIF","","SignRotate"
"active_sign_c_guildf_01","Activator","Fighters' Guild","f\Active_sign_C_guildF_01.NIF","","SignRotate"
"active_sign_c_guildm_01","Activator","Mages' Guild","f\Active_sign_C_guildM_01.NIF","","SignRotate"
"active_sign_c_guildm_caldera","Activator","Mages' Guild Caldera","f\Active_sign_C_guildM_01.NIF","","SignRotate"
"active_sign_c_inn_02","Activator","Six Fishes","f\Active_sign_C_inn_02.NIF","","SignRotate"
"active_sign_c_inn_shenks","Activator","Shenk's Shovel","f\Active_sign_C_inn_02.NIF","","SignRotate"
"active_sign_c_pawn_01","Activator","Sign","f\Active_sign_C_pwan_01.NIF","",""
"active_sign_c_pawn_irgola","Activator","Irgola: Pawnbroker","f\Active_sign_C_pwan_01.NIF","","SignRotate"
"active_sign_cal_mine_02","Activator","Caldera Mining Company","f\Active_signpost_02.NIF","",""
"active_sign_caldera_01","Activator","Caldera","f\Active_signpost_02.NIF","",""
"active_sign_caldera_02","Activator","Caldera","f\Active_signpost_01.NIF","",""
"active_sign_dagon_fel_01","Activator","Dagon Fel","f\Active_signpost_02.NIF","",""
"active_sign_dagon_fell_01","Activator","Dagon Fell","f\Active_signpost_02.NIF","",""
"active_sign_ebonheart_01","Activator","Ebonheart","f\Active_signpost_02.NIF","",""
"active_sign_ebonheart_02","Activator","Ebonheart","f\Active_signpost_01.NIF","",""
"active_sign_ghostgate_01","Activator","Ghostgate","f\Active_signpost_01.NIF","",""
"active_sign_gnaar _mok_01","Activator","Gnaar Mok","f\Active_signpost_01.NIF","",""
"active_sign_gnaar_mok_02","Activator","Gnaar Mok","f\Active_signpost_02.NIF","",""
"active_sign_gnisis_01","Activator","Gnisis","f\Active_signpost_01.NIF","",""
"active_sign_guartrail_01","Activator","Guar Trail","f\Active_signpost_01.NIF","",""
"active_sign_hla_oad_01","Activator","Hla Oad","f\Active_signpost_01.NIF","",""
"active_sign_hla_oad_02","Activator","Hla Oad","f\Active_signpost_02.NIF","",""
"active_sign_Khuul_01","Activator","Khuul","f\Active_signpost_01.NIF","",""
"active_sign_maar_gan_01","Activator","Maar Gan","f\Active_signpost_02.NIF","",""
"active_sign_maar_gan_02","Activator","Maar Gan","f\Active_signpost_01.NIF","",""
"active_sign_maar_ganB_02","Activator","Maar gan (back road)","f\Active_signpost_01.NIF","",""
"active_sign_maar_ganM_02","Activator","Maar gan (main road)","f\Active_signpost_01.NIF","",""
"active_sign_Molag_Mar_01","Activator","Molag Mar","f\Active_signpost_01.NIF","",""
"active_sign_moonmoth_01","Activator","Moonmoth Legion Fort","f\Active_signpost_02.NIF","",""
"active_sign_Mt_A_01","Activator","Mount Assarnibibi","f\Active_signpost_01.NIF","",""
"active_sign_Mt_Kand_01","Activator","Mount Kand","f\Active_signpost_01.NIF","",""
"active_sign_pelagiad_01","Activator","Pelagiad","f\Active_signpost_02.NIF","",""
"active_sign_pelagiad_02","Activator","Pelagiad","f\Active_signpost_01.NIF","",""
"active_sign_pelagiadB_01","Activator","Pelagiad (back road)","f\Active_signpost_01.NIF","",""
"active_sign_pelagiadM_01","Activator","Pelagiad (main road)","f\Active_signpost_01.NIF","",""
"active_sign_seydaneen_01","Activator","Seyda Neen","f\Active_signpost_02.NIF","",""
"active_sign_seydaneen_02","Activator","Seyda Neen","f\Active_signpost_01.NIF","",""
"active_sign_suran_01","Activator","Suran","f\Active_signpost_01.NIF","",""
"active_sign_Tel_Vos_01","Activator","Tel Vos","f\Active_signpost_01.NIF","",""
"active_sign_vivec_01","Activator","Vivec","f\Active_signpost_01.NIF","",""
"active_sign_vivec_02","Activator","Vivec","f\Active_signpost_02.NIF","",""
"active_sign_Vos_01","Activator","Vos","f\Active_signpost_01.NIF","",""
"active_signpost_01","Activator","","f\Active_signpost_01.NIF","",""
"active_signpost_02","Activator","","f\Active_signpost_02.NIF","",""
"active_tikitorch_UNI","Activator","Burned Out Torch","x\Furn_tikitorch_out.nif","","waterstate_torchenable"
"active_triolith_01a","Activator","Triolith","f\Active_triolith_01a.NIF","","MoveTriolith"
"active_velothi_altar_Mephala","Activator","Altar to Mephala","f\Furn_velothi_altar_01.nif","","DaedraMephala"
"akhul_steam","Activator","","f\active_akhul_steam.NIF","",""
"akula door a","Activator","","d\door_dwrv_main00.nif","",""
"akula door b","Activator","","d\door_dwrv_main00.nif","",""
"alma talker","Activator","","f\Furn_banner_hlaalu_01.nif","",""
"azura","Activator","","i\In_CI_azura_01.NIF","",""
"azura spirit","Activator","","r\Azura.NIF","","AzuraEnd"
"azura spirit_trib","Activator","","r\Azura.NIF","","TribEnd"
"azura talker","Activator","","f\Furn_banner_hlaalu_01.nif","",""
"blight cloud","Activator","","f\active_blight_large.NIF","",""
"bm_aesliipforcefield","Activator","Aesliip's Barrier","f\BM_forcefield.NIF","","forcefieldScript"
"bm_griss_skull","Activator","Skull of Griss the Yellow","m\misc_skull00.nif","","GrissSkull"
"BM_Ice_Wall","Activator","Ice Wall","f\BM_ice_wall.NIF","","icewallScript"
"bm_light_penumbra2","Activator","","f\act_light_sconce_off.NIF","","pentorch2Script"
"BM_wereeffect","Activator","","were_morph.NIF","","wereeffectScript"
"BM_wereeffect2","Activator","","were_morph01.NIF","","wereeffectScript"
"BM_wereeffect3","Activator","","were_morph.NIF","","wereeffectScript"
"BM_whitebear_thirsk","Activator","","m\BearWhitePlaque.NIF","","meadhallhead"
"BM_whitewolf_thirsk","Activator","","m\WolfWhitePlaque.NIF","","meadhallhead"
"chargen boat","Activator","","x\Ex_DE_ship.NIF","",""
"chargen cavern talker","Activator","","f\Furn_banner_tavern_01.nif","",""
"chargen stuff room","Activator","","i\In_C_plain_room_side.nif","","CharGenStuffRoom"
"CharGen_Bed","Activator","Bedroll","f\Active_De_Bedroll.NIF","","CharGenBed"
"CharGenCollision - extra","Activator","","EditorMarker_box_01.NIF","","CharGenDisable"
"chimney_smoke_green","Activator","","chimney_smoke_green.NIF","",""
"chimney_smoke_green_uni1","Activator","","chimney_smoke_green.NIF","",""
"chimney_smoke_green_uni2","Activator","","chimney_smoke_green.NIF","",""
"chimney_smoke_small","Activator","","chimney_smoke_small.NIF","",""
"chimney_smoke_small_velas1","Activator","","chimney_smoke_small.NIF","",""
"chimney_smoke_small_velas2","Activator","","chimney_smoke_small.NIF","",""
"chimney_smoke_small_velas3","Activator","","chimney_smoke_small.NIF","",""
"chimney_smoke_small_velas4","Activator","","chimney_smoke_small.NIF","",""
"chimney_smoke_small_velas5","Activator","","chimney_smoke_small.NIF","",""
"chimney_smoke_small_velas6","Activator","","chimney_smoke_small.NIF","",""
"Colony Flora_tree_BM_snow_01","Activator","","f\Flora_tree_BM_snow_01.nif","",""
"Colony Flora_tree_BM_snow_01_F3","Activator","","f\Flora_tree_BM_snow_01.nif","","ColonyFactor3_D"
"Colony Flora_tree_BM_snow_01_S1","Activator","","f\Flora_tree_BM_snow_01.nif","","Colony_D_1_I"
"Colony Flora_tree_BM_snow_01_S2","Activator","","f\Flora_tree_BM_snow_01.nif","","Colony_D_1_F"
"Colony Flora_tree_BM_snow_01_S3","Activator","","f\Flora_tree_BM_snow_01.nif","","Colony_D_2_F"
"Colony Flora_tree_BM_snow_01_S4","Activator","","f\Flora_tree_BM_snow_01.nif","","Colony_D_3_F"
"Colony Flora_tree_BM_snow_01_T1","Activator","","f\Flora_tree_BM_snow_01.nif","","ColonyServTraderDisable"
"Colony Flora_tree_BM_snow_01_T2","Activator","","f\Flora_tree_BM_snow_01.nif","","ColonyServSmithDisable"
"Colony Flora_tree_BM_snow_02","Activator","","f\Flora_tree_BM_snow_02.nif","",""
"Colony Flora_tree_BM_snow_02_S1","Activator","","f\Flora_tree_BM_snow_02.nif","","Colony_D_1_I"
"Colony Flora_tree_BM_snow_02_S2","Activator","","f\Flora_tree_BM_snow_02.nif","","Colony_D_1_F"
"Colony Flora_tree_BM_snow_02_S3","Activator","","f\Flora_tree_BM_snow_02.nif","","Colony_D_2_F"
"Colony Flora_tree_BM_snow_02_S4","Activator","","f\Flora_tree_BM_snow_02.nif","","Colony_D_3_F"
"Colony Flora_tree_BM_snow_04","Activator","","f\Flora_tree_BM_snow_04.nif","",""
"Colony Flora_tree_BM_snow_04_F2","Activator","","f\Flora_tree_BM_snow_04.nif","","ColonyFactor2_D"
"Colony Flora_tree_BM_snow_04_S1","Activator","","f\Flora_tree_BM_snow_04.nif","","Colony_D_1_I"
"Colony Flora_tree_BM_snow_04_S2","Activator","","f\Flora_tree_BM_snow_04.nif","","Colony_D_1_F"
"Colony Flora_tree_BM_snow_04_S3","Activator","","f\Flora_tree_BM_snow_04.nif","","Colony_D_2_F"
"Colony Flora_tree_BM_snow_04_S4","Activator","","f\Flora_tree_BM_snow_04.nif","","Colony_D_3_F"
"Colony Flora_tree_BM_snow_05","Activator","","f\Flora_tree_BM_snow_05.nif","",""
"Colony Flora_tree_BM_snow_05_F1","Activator","","f\Flora_tree_BM_snow_05.nif","","ColonyFactor1_D"
"Colony Flora_tree_BM_snow_05_F2","Activator","","f\Flora_tree_BM_snow_05.nif","","ColonyFactor2_D"
"Colony Flora_tree_BM_snow_05_F3","Activator","","f\Flora_tree_BM_snow_05.nif","","ColonyFactor3_D"
"Colony Flora_tree_BM_snow_05_S1","Activator","","f\Flora_tree_BM_snow_05.nif","","Colony_D_1_I"
"Colony Flora_tree_BM_snow_05_S2","Activator","","f\Flora_tree_BM_snow_05.nif","","Colony_D_1_F"
"Colony Flora_tree_BM_snow_05_S3","Activator","","f\Flora_tree_BM_snow_05.nif","","Colony_D_2_F"
"Colony Flora_tree_BM_snow_05_S4","Activator","","f\Flora_tree_BM_snow_05.nif","","Colony_D_3_F"
"Colony Flora_tree_BM_snow_05_T1","Activator","","f\Flora_tree_BM_snow_05.nif","","ColonyServTraderDisable"
"Colony Flora_tree_BM_snow_05_T2","Activator","","f\Flora_tree_BM_snow_05.nif","","ColonyServSmithDisable"
"Colony Terrain_rock_BM_19","Activator","","f\Terrain_rock_BM_19.nif","",""
"Colony Terrain_rock_BM_19_S1","Activator","","f\Terrain_rock_BM_19.nif","","Colony_D_1_I"
"Colony Terrain_rock_BM_19_S2","Activator","","f\Terrain_rock_BM_19.nif","","Colony_D_1_F"
"Colony Terrain_rock_BM_20","Activator","","f\Terrain_rock_BM_20.nif","",""
"Colony Terrain_rock_BM_20_S1","Activator","","f\Terrain_rock_BM_20.nif","","Colony_D_1_I"
"Colony Terrain_rock_BM_20_S2","Activator","","f\Terrain_rock_BM_20.nif","","Colony_D_1_F"
"Colony Terrain_rock_BM_23","Activator","","f\Terrain_rock_BM_23.nif","",""
"Colony Terrain_rock_BM_23_S1","Activator","","f\Terrain_rock_BM_23.nif","","Colony_D_1_I"
"Colony Terrain_rock_BM_23_S2","Activator","","f\Terrain_rock_BM_23.nif","","Colony_D_1_F"
"Colony Terrain_rock_BM_27","Activator","","f\Terrain_rock_BM_27.nif","",""
"Colony Terrain_rock_BM_27_S1","Activator","","f\Terrain_rock_BM_27.nif","","Colony_D_1_I"
"Colony Terrain_rock_BM_27_S2","Activator","","f\Terrain_rock_BM_27.nif","","Colony_D_1_F"
"Colony Terrain_rock_BM_59","Activator","","f\Terrain_rock_BM_59.nif","",""
"Colony Terrain_rock_BM_59_F1","Activator","","f\Terrain_rock_BM_59.nif","","ColonyFactor1_D"
"Colony Terrain_rock_BM_59_S1","Activator","","f\Terrain_rock_BM_59.nif","","Colony_D_1_I"
"Colony Terrain_rock_BM_59_S2","Activator","","f\Terrain_rock_BM_59.nif","","Colony_D_1_F"
"Colony Terrain_rock_BM_59_S3","Activator","","f\Terrain_rock_BM_59.nif","","Colony_D_2_F"
"Colony Terrain_rock_BM_59_T1","Activator","","f\Terrain_rock_BM_59.nif","","ColonyServTraderDisable"
"Colony Terrain_rock_BM_60","Activator","","f\Terrain_rock_BM_60.nif","",""
"Colony Terrain_rock_BM_60_F1","Activator","","f\Terrain_rock_BM_60.nif","","ColonyFactor1_D"
"Colony Terrain_rock_BM_60_F2","Activator","","f\Terrain_rock_BM_60.nif","","ColonyFactor2_D"
"Colony Terrain_rock_BM_60_F3","Activator","","f\Terrain_rock_BM_60.nif","","ColonyFactor3_D"
"Colony Terrain_rock_BM_60_S1","Activator","","f\Terrain_rock_BM_60.nif","","Colony_D_1_I"
"Colony Terrain_rock_BM_60_S2","Activator","","f\Terrain_rock_BM_60.nif","","Colony_D_1_F"
"Colony Terrain_rock_BM_60_S3","Activator","","f\Terrain_rock_BM_60.nif","","Colony_D_2_F"
"Colony Terrain_rock_BM_60_S4","Activator","","f\Terrain_rock_BM_60.nif","","Colony_D_3_F"
"Colony Terrain_rock_BM_60_T2","Activator","","f\Terrain_rock_BM_60.nif","","ColonyServSmithDisable"
"Colony Terrain_rock_BM_61","Activator","","f\Terrain_rock_BM_61.nif","",""
"Colony Terrain_rock_BM_61_S1","Activator","","f\Terrain_rock_BM_61.nif","","Colony_D_1_I"
"Colony Terrain_rock_BM_61_S2","Activator","","f\Terrain_rock_BM_61.nif","","Colony_D_1_F"
"Colony Terrain_rock_BM_61_S3","Activator","","f\Terrain_rock_BM_61.nif","","Colony_D_2_F"
"Colony Terrain_rock_BM_61_S4","Activator","","f\Terrain_rock_BM_61.nif","","Colony_D_3_F"
"Colony Terrain_rock_BM_61_T2","Activator","","f\Terrain_rock_BM_61.nif","","ColonyServSmithDisable"
"Colony Terrain_rock_BM_63","Activator","","f\Terrain_rock_BM_63.nif","",""
"Colony Terrain_rock_BM_63_S1","Activator","","f\Terrain_rock_BM_63.nif","","Colony_D_1_I"
"Colony Terrain_rock_BM_63_S2","Activator","","f\Terrain_rock_BM_63.nif","","Colony_D_1_F"
"Colony Terrain_rock_BM_63_S3","Activator","","f\Terrain_rock_BM_63.nif","","Colony_D_2_F"
"Colony Terrain_rock_BM_63_S4","Activator","","f\Terrain_rock_BM_63.nif","","Colony_D_3_F"
"Colony Terrain_rock_BM_64","Activator","","f\Terrain_rock_BM_64.nif","",""
"Colony Terrain_rock_BM_64_F2","Activator","","f\Terrain_rock_BM_64.nif","","ColonyFactor2_D"
"Colony Terrain_rock_BM_64_F3","Activator","","f\Terrain_rock_BM_64.nif","","ColonyFactor3_D"
"Colony Terrain_rock_BM_64_S1","Activator","","f\Terrain_rock_BM_64.nif","","Colony_D_1_I"
"Colony Terrain_rock_BM_64_S2","Activator","","f\Terrain_rock_BM_64.nif","","Colony_D_1_F"
"Colony Terrain_rock_BM_64_S3","Activator","","f\Terrain_rock_BM_64.nif","","Colony_D_2_F"
"Colony Terrain_rock_BM_64_S4","Activator","","f\Terrain_rock_BM_64.nif","","Colony_D_3_F"
"Colony Terrain_rock_BM_65","Activator","","f\Terrain_rock_BM_65.nif","",""
"Colony Terrain_rock_BM_65_F1","Activator","","f\Terrain_rock_BM_65.nif","","ColonyFactor1_D"
"Colony Terrain_rock_BM_65_F3","Activator","","f\Terrain_rock_BM_65.nif","","ColonyFactor3_D"
"Colony Terrain_rock_BM_65_S1","Activator","","f\Terrain_rock_BM_65.nif","","Colony_D_1_I"
"Colony Terrain_rock_BM_65_S2","Activator","","f\Terrain_rock_BM_65.nif","","Colony_D_1_F"
"Colony Terrain_rock_BM_65_S3","Activator","","f\Terrain_rock_BM_65.nif","","Colony_D_2_F"
"Colony Terrain_rock_BM_65_S4","Activator","","f\Terrain_rock_BM_65.nif","","Colony_D_3_F"
"Colony Terrain_rock_BM_65_T1","Activator","","f\Terrain_rock_BM_65.nif","","ColonyServTraderDisable"
"Colony_Assassin_act","Activator","","EditorMarker.NIF","","ColonyAssassinItems"
"colony_smoke_1","Activator","","chimney_smoke_small.NIF","","Colony_E_1_F"
"colony_smoke_2","Activator","","chimney_smoke_small.NIF","",""
"colony_smoke_3","Activator","","chimney_smoke_small.NIF","",""
"colony_smoke_4","Activator","","chimney_smoke_small.NIF","",""
"colony_smoke_4_1","Activator","","chimney_smoke_small.NIF","","Colony_E_1_F"
"colony_smoke_4_2","Activator","","chimney_smoke_small.NIF","","Colony_E_2_F"
"colony_smoke_4_3","Activator","","chimney_smoke_small.NIF","","Colony_E_3_F"
"colony_smoke_4_4","Activator","","chimney_smoke_small.NIF","","Colony_E_4_F"
"colony_smoke_4_4_F1","Activator","","chimney_smoke_small.NIF","","ColonyFactor1_Final"
"colony_smoke_4_4_F2","Activator","","chimney_smoke_small.NIF","","ColonyFactor2_Final"
"colony_smoke_4_4_F3","Activator","","chimney_smoke_small.NIF","","ColonyFactor3_Final"
"colony_smoke_smith","Activator","","chimney_smoke_small.NIF","","ColonyServSmith"
"Column_Cast","Activator","","i\in_m_sewer_column_01.NIF","","SpellCast"
"Column_Cast2","Activator","","i\in_m_sewer_column_01.NIF","","SpellCast"
"Column_Cast3","Activator","","i\in_m_sewer_column_01.NIF","","SpellCast"
"Column_Cast4","Activator","","i\in_m_sewer_column_01.NIF","","SpellCast"
"Column_Cast5","Activator","","i\in_m_sewer_column_01.NIF","","SpellCast"
"dagoth destroy detector","Activator","","f\furn_dwrv_bucket00.nif","","DagothDoorDetector"
"dagoth ur death sparkles","Activator","","i\active_dag_port10.NIF","",""
"EditorMarker_box_02","Activator","","x\EditorMarker_box_02.NIF","","ExitBlockMessage"
"Ex_aldruhn_roadmarker_01","Activator","Ald-ruhn","x\Ex_Gnisis_roadmarker_01.nif","",""
"ex_ashl_a_banner","Activator","","f\Ex_Ashl_A_Banner.NIF","","OutsideBanner"
"ex_ashl_a_banner_r","Activator","","f\Ex_Ashl_A_Banner_R.NIF","","OutsideBanner"
"ex_ashl_e_banner","Activator","","f\Ex_Ashl_E_Banner.NIF","","OutsideBanner"
"ex_ashl_e_banner_r","Activator","","f\Ex_Ashl_E_Banner_R.NIF","","OutsideBanner"
"ex_ashl_u_banner","Activator","","f\Ex_Ashl_U_Banner.NIF","","OutsideBanner"
"ex_ashl_u_banner_r","Activator","","f\Ex_Ashl_U_Banner_R.NIF","","OutsideBanner"
"ex_ashl_z_banner","Activator","","f\Ex_Ashl_Z_Banner.NIF","","OutsideBanner"
"ex_ashl_z_banner_r","Activator","","f\Ex_Ashl_Z_Banner_R.NIF","","OutsideBanner"
"Ex_balmora_roadmarker_01","Activator","Balmora","x\Ex_Gnisis_roadmarker_01.nif","",""
"ex_co_ship_baro","Activator","","x\Ex_DE_ship.nif","","ColonyBaroShip"
"Ex_co_ship_trapdoorb","Activator","Barred Trapdoor","d\Ex_DE_ship_trapdoor.nif","","ColonyBaroShip"
"ex_co_shipwreck","Activator","","x\Ex_DE_shipWreck.nif","","ColonyShipwreck"
"Ex_colony_Bar_Inn01","Activator","","x\Ex_colony_Bar_Inn01.NIF","",""
"Ex_colony_Bar_Inn01_2","Activator","","x\Ex_colony_Bar_Inn01.NIF","","Colony_E_2_F"
"Ex_colony_barn01","Activator","","x\Ex_colony_barn01.NIF","",""
"Ex_colony_barn01_1","Activator","","x\Ex_colony_barn01.NIF","","Colony_E_1_F"
"Ex_colony_barn02","Activator","","x\Ex_colony_barn02.NIF","",""
"Ex_colony_barn02_2","Activator","","x\Ex_colony_barn02.NIF","","Colony_E_2_F"
"Ex_colony_chimney01","Activator","","x\Ex_colony_chimney01.NIF","",""
"Ex_colony_chimney01_1","Activator","","x\Ex_colony_chimney01.NIF","","Colony_E_1_F"
"Ex_colony_chimney01_2","Activator","","x\Ex_colony_chimney01.NIF","","Colony_E_2_F"
"Ex_colony_chimney01_3","Activator","","x\Ex_colony_chimney01.NIF","","Colony_E_3_F"
"Ex_colony_const_barn01","Activator","","x\Ex_colony_const_barn01.NIF","",""
"Ex_colony_const_barn01_1","Activator","","x\Ex_colony_const_barn01.NIF","","Colony_E_1_M"
"Ex_colony_const_barn01_2","Activator","","x\Ex_colony_const_barn01.NIF","","Colony_E_2_M"
"Ex_colony_const_barn01_2_2t","Activator","","x\Ex_colony_const_barn01.NIF","","ColonyServTraderConst"
"Ex_colony_const_barn01_2_ser","Activator","","x\Ex_colony_const_barn01.NIF","","ColonyServSmithConst"
"Ex_colony_const_barn01_4","Activator","","x\Ex_colony_const_barn01.NIF","","ColonyFactor1_Mid"
"Ex_colony_const_brick01","Activator","","x\Ex_colony_const_brick01.NIF","",""
"Ex_colony_const_brick01_1","Activator","","x\Ex_colony_const_brick01.NIF","","Colony_E_1_M"
"Ex_colony_const_brick01_3","Activator","","x\Ex_colony_const_brick01.NIF","","Colony_E_3_M"
"Ex_colony_const_brick01_4","Activator","","x\Ex_colony_const_brick01.NIF","","Colony_E_4_M"
"Ex_colony_const_brick01_4 f2","Activator","","x\Ex_colony_const_brick01.NIF","","ColonyFactor2_Mid"
"Ex_colony_const_brick01_4 F3","Activator","","x\Ex_colony_const_brick01.NIF","","ColonyFactor3_Mid"
"Ex_colony_const_brick02","Activator","","x\Ex_colony_const_brick02.NIF","","Colony_E_1_M"
"Ex_colony_const_brick02-4","Activator","","x\Ex_colony_const_brick02.NIF","","Colony_E_4_M"
"Ex_colony_const_brick02-4 F1","Activator","","x\Ex_colony_const_brick02.NIF","","ColonyFactor1_Mid"
"Ex_colony_const_brick02_2","Activator","","x\Ex_colony_const_brick02.NIF","","Colony_E_2_M"
"Ex_colony_const_brick02_3","Activator","","x\Ex_colony_const_brick02.NIF","","Colony_E_3_M"
"Ex_colony_const_house01","Activator","","x\Ex_colony_const_house01.NIF","",""
"Ex_colony_const_house01_1","Activator","","x\Ex_colony_const_house01.NIF","","Colony_E_1_M"
"Ex_colony_const_house01_2","Activator","","x\Ex_colony_const_house01.NIF","","Colony_E_2_M"
"Ex_colony_const_house01_3","Activator","","x\Ex_colony_const_house01.NIF","","Colony_E_3_M"
"Ex_colony_const_house01_4","Activator","","x\Ex_colony_const_house01.NIF","","ColonyFactor3_Mid"
"Ex_colony_const_house02","Activator","","x\Ex_colony_const_house02.NIF","",""
"Ex_colony_const_house02_1","Activator","","x\Ex_colony_const_house02.NIF","","Colony_D_1_Mine"
"Ex_colony_const_house02_2","Activator","","x\Ex_colony_const_house02.NIF","","Colony_E_2_M"
"Ex_colony_const_house02_2_ser","Activator","","x\Ex_colony_const_house02.NIF","","ColonyServSmithConst"
"Ex_colony_const_house02_2t","Activator","","x\Ex_colony_const_house02.NIF","","ColonyServTraderConst"
"Ex_colony_const_house02_3","Activator","","x\Ex_colony_const_house02.NIF","","Colony_E_3_M"
"Ex_colony_const_house02_4","Activator","","x\Ex_colony_const_house02.NIF","","ColonyFactor1_Mid"
"Ex_colony_const_house03","Activator","","x\Ex_colony_const_house03.NIF","",""
"Ex_colony_const_house03_1","Activator","","x\Ex_colony_const_house03.NIF","","Colony_E_1_M"
"Ex_colony_const_house03_2","Activator","","x\Ex_colony_const_house03.NIF","","Colony_E_2_M"
"Ex_colony_const_house03_3","Activator","","x\Ex_colony_const_house03.NIF","","Colony_E_3_M"
"Ex_colony_const_house03_4","Activator","","x\Ex_colony_const_house03.NIF","","ColonyFactor2_Mid"
"Ex_colony_const_struc01","Activator","","x\Ex_colony_const_struc01.NIF","",""
"Ex_colony_const_struc01_1","Activator","","x\Ex_colony_const_struc01.NIF","","Colony_D_1_Mine"
"Ex_colony_const_struc01_2","Activator","","x\Ex_colony_const_struc01.NIF","","Colony_E_2_M"
"Ex_colony_const_struc01_4","Activator","","x\Ex_colony_const_struc01.NIF","","Colony_E_4_M"
"Ex_colony_const_struc01_4 F1","Activator","","x\Ex_colony_const_struc01.NIF","","ColonyFactor1_Mid"
"Ex_colony_const_struc01_4 F2","Activator","","x\Ex_colony_const_struc01.NIF","","ColonyFactor2_Mid"
"Ex_colony_const_struc01_4 F3","Activator","","x\Ex_colony_const_struc01.NIF","","ColonyFactor3_Mid"
"Ex_colony_const_struc02","Activator","","x\Ex_colony_const_struc02.NIF","",""
"Ex_colony_const_struc03","Activator","","x\Ex_colony_const_struc03.NIF","",""
"Ex_colony_const_stud01","Activator","","x\Ex_colony_const_stud01.NIF","",""
