"ID","ItemType","Name","Weight","Model","Inventory","Script","Organic","Respawn"
"Flora_BM_wolfsbane_01","Container","Wolfsbane","0.00","o\Flora_BM_wolfbane_01.NIF","","","Yes","Yes"
"flora_chokeweed_02","Container","Chokeweed","0.00","o\Flora_chokeweed_01.NIF","","","Yes","Yes"
"flora_comberry_01","Container","Comberry","0.00","f\Flora_comberry_01.NIF","","","Yes","Yes"
"flora_corkbulb","Container","Corkbulb","0.00","f\Flora_corkbulb_01.nif","","","Yes","Yes"
"flora_fire_fern_01","Container","Fire Fern","0.00","o\Flora_Fire_Fern_01.NIF","","","Yes","Yes"
"flora_fire_fern_02","Container","Fire Fern","0.00","o\Flora_Fire_Fern_02.NIF","","","Yes","Yes"
"flora_fire_fern_03","Container","Fire Fern","0.00","o\Flora_Fire_Fern_03.NIF","","","Yes","Yes"
"flora_gold_kanet_01","Container","Gold Kanet Flower","0.00","o\Flora_gold_kanet_01.NIF","","","Yes","Yes"
"flora_gold_kanet_01_uni","Container","Gold Kanet Flower","3.00","o\Flora_gold_kanet_01.NIF","","","Yes","Yes"
"flora_gold_kanet_02","Container","Gold Kanet Flower","0.00","o\Flora_gold_kanet_02.NIF","","","Yes","Yes"
"flora_gold_kanet_02_uni","Container","Gold Kanet Flower","0.00","o\Flora_gold_kanet_02.NIF","","","Yes","Yes"
"flora_green_lichen_01","Container","Green Lichen","0.00","o\Flora_Green_Lichen_01.nif","","","Yes","Yes"
"flora_green_lichen_02","Container","Green Lichen","0.00","o\Flora_Green_Lichen_02.nif","","","Yes","Yes"
"flora_hackle-lo_01","Container","Hackle-lo","0.00","o\Flora_hackle-lo_01.nif","","","Yes","Yes"
"flora_hackle-lo_02","Container","Hackle-lo","0.00","o\Flora_hackle-lo_02.nif","","","Yes","Yes"
"flora_heather_01","Container","Heather","0.00","f\Flora_heather_01.NIF","","","Yes","Yes"
"flora_kreshweed_01","Container","Kreshweed","0.00","o\Flora_kreshweed_01.nif","","","Yes","Yes"
"flora_kreshweed_02","Container","Kreshweed","0.00","o\Flora_kreshweed_02.nif","","","Yes","Yes"
"flora_kreshweed_03","Container","Kreshweed","0.00","o\Flora_kreshweed_03.nif","","","Yes","Yes"
"flora_marshmerrow_01","Container","Marshmerrow","0.00","o\Flora_marshmerrow_01.nif","","","Yes","Yes"
"flora_marshmerrow_02","Container","Marshmerrow","0.00","o\Flora_marshmerrow_02.nif","","","Yes","Yes"
"flora_marshmerrow_03","Container","Marshmerrow","0.00","o\Flora_marshmerrow_03.nif","","","Yes","Yes"
"flora_muckspunge_01","Container","Muckspunge","0.00","f\Flora_muckspunge_01.NIF","","","Yes","Yes"
"flora_muckspunge_02","Container","Muckspunge","0.00","f\Flora_muckspunge_02.NIF","","","Yes","Yes"
"flora_muckspunge_03","Container","Muckspunge","0.00","f\Flora_muckspunge_03.NIF","","","Yes","Yes"
"flora_muckspunge_04","Container","Muckspunge","0.00","f\Flora_muckspunge_04.NIF","","","Yes","Yes"
"flora_muckspunge_05","Container","Muckspunge","0.00","f\Flora_muckspunge_05.NIF","","","Yes","Yes"
"flora_muckspunge_06","Container","Muckspunge","0.00","f\Flora_muckspunge_06.NIF","","","Yes","Yes"
"Flora_plant_01","Container","Horn Lily","0.00","o\flora_plant_01.NIF","","","Yes","No"
"flora_plant_02","Container","Nirthfly Stalks","0.00","o\flora_plant_02.NIF","","","Yes","Yes"
"flora_plant_03","Container","Timsa-Come-By flowers","0.00","o\flora_plant_03.NIF","","","Yes","Yes"
"flora_plant_04","Container","Meadow Rye","0.00","o\flora_plant_04.NIF","","","Yes","Yes"
"flora_plant_05","Container","Flowering Sweetbarrel","0.00","o\flora_plant_05.NIF","","","Yes","Yes"
"flora_plant_06","Container","Desert Sweetbarrel","0.00","o\flora_plant_06.NIF","","","Yes","Yes"
"flora_plant_07","Container","Scrib Cabbage","0.00","o\flora_plant_07.NIF","","","Yes","Yes"
"flora_plant_08","Container","Spiny Lloramor","0.00","o\flora_plant_08.NIF","","","Yes","Yes"
"flora_red_lichen_01","Container","Red Lichen","0.00","o\Flora_Red_Lichen_01.nif","","","Yes","Yes"
"flora_red_lichen_02","Container","Red Lichen","0.00","o\Flora_Red_Lichen_02.nif","","","Yes","Yes"
"flora_rm_scathecraw_01","Container","Scathecraw Plant","0.00","f\Flora_RM_scathecraw_01.NIF","","","Yes","Yes"
"flora_rm_scathecraw_02","Container","Scathecraw Plant","0.00","f\Flora_RM_scathecraw_02.NIF","","","Yes","Yes"
"flora_roobrush_02","Container","Roobrush","0.00","o\Flora_roobrush_01.NIF","","","Yes","Yes"
"flora_saltrice_01","Container","Saltrice","0.00","o\Flora_saltrice_01.nif","","","Yes","Yes"
"flora_saltrice_02","Container","Saltrice","0.00","o\Flora_saltrice_02.nif","","","Yes","Yes"
"flora_sedge_01","Container","Golden Sedge","0.00","o\flora_sedge_01.NIF","","","Yes","Yes"
"flora_sedge_02","Container","Noble Sedge","0.00","o\flora_sedge_02.NIF","","","Yes","Yes"
"flora_stoneflower_01","Container","Stoneflower","0.00","o\Flora_Stoneflower_01.nif","","","Yes","Yes"
"flora_stoneflower_02","Container","Stoneflower","0.00","o\Flora_Stoneflower_02.nif","","","Yes","Yes"
"flora_treestump_unique","Container","Hollow Treestump","0.00","f\Flora_treestump_WG_01.nif","","treestumpScript","Yes","No"
"flora_wickwheat_01","Container","Wickwheat","0.00","o\Flora_wickwheat_01.nif","","","Yes","Yes"
"flora_wickwheat_02","Container","Wickwheat","0.00","o\Flora_wickwheat_02.nif","","","Yes","Yes"
"flora_wickwheat_03","Container","Wickwheat","0.00","o\Flora_wickwheat_03.nif","","","Yes","Yes"
"flora_wickwheat_04","Container","Wickwheat","0.00","o\Flora_wickwheat_04.nif","","","Yes","Yes"
"flora_willow_flower_01","Container","Willow Flower","0.00","o\Flora_Willow_Flower_01.nif","","","Yes","Yes"
"flora_willow_flower_02","Container","Willow Flower","0.00","o\Flora_Willow_Flower_02.nif","","","Yes","Yes"
"Jobasha_book_chest","Container","Chest of Books for General Sale","100.00","o\Contain_De_Chest_02.NIF","","","No","No"
"kollop_01","Container","Large Kollop","0.00","f\furn_shell00.nif","","","Yes","No"
"kollop_01_pearl","Container","Large Kollop","0.00","f\furn_shell00.nif","","","Yes","Yes"
"kollop_02","Container","Kollop","0.00","f\furn_shell10.nif","","","Yes","No"
"kollop_02_pearl","Container","Kollop","0.00","f\furn_shell10.nif","","","Yes","Yes"
"kollop_03","Container","Small Kollop","0.00","f\furn_shell20.nif","","","Yes","No"
"kollop_03_pearl","Container","Small Kollop","0.00","f\furn_shell20.nif","","","Yes","Yes"
"LootBag","Container","Overflow Loot Bag","0.00","o\LootBag.NIF","","","No","No"
"mavon_drenim_closet","Container","Closet","300.00","o\Contain_De_Closet_01.NIF","","","No","No"
"Mummy_01","Container","Mummy","0.00","i\In_CI_mummy_01.NIF","","","No","No"
"Mummy_02","Container","Mummy","0.00","i\In_CI_mummy_02.NIF","","","No","No"
"Mummy_03","Container","Mummy","0.00","i\In_CI_mummy_03.NIF","","","No","No"
"Mummy_04","Container","Mummy","0.00","i\In_CI_mummy_04.NIF","","","No","No"
"Mummy_05","Container","Mummy","0.00","i\In_CI_mummy_05.NIF","","","No","No"
"Mummy_06","Container","Mummy","0.00","i\In_CI_mummy_06.NIF","","","No","No"
"pot_01","Container","Pot","10.00","o\Contain_pot_01.NIF","","","No","No"
"Redoran_treas_chest_01","Container","Small Chest","25.00","o\Contain_chest_small_02.NIF","","","No","No"
"Redoran_treas_chest_02","Container","Small Chest","20.00","o\Contain_chest_small_01.NIF","","","No","No"
"rock_adam_mold15","Container","Raw Adamantium","0.00","i\Contain_rock_Am_15.NIF","","","No","No"
"rock_adam_mold16","Container","Raw Adamantium","0.00","i\Contain_rock_Am_16.NIF","","","No","No"
"rock_adam_mold17","Container","Raw Adamantium","0.00","i\Contain_rock_Am_17.NIF","","","No","No"
"rock_adam_mold18","Container","Raw Adamantium","0.00","i\Contain_rock_Am_18.NIF","","","No","No"
"rock_adam_mold19","Container","Raw Adamantium","0.00","i\Contain_rock_Am_19.NIF","","","No","No"
"rock_adam_mold20","Container","Raw Adamantium","0.00","i\Contain_rock_Am_20.NIF","","","No","No"
"rock_adam_mold21","Container","Raw Adamantium","0.00","i\Contain_rock_Am_21.NIF","","","No","No"
"rock_adam_py08","Container","Raw Adamantium","0.00","i\Contain_rock_Apy_08.NIF","","","No","No"
"rock_adam_py09","Container","Raw Adamantium","0.00","i\Contain_rock_Apy_09.NIF","","","Yes","No"
"rock_adam_py10","Container","Raw Adamantium","0.00","i\Contain_rock_Apy_10.NIF","","","No","No"
"rock_adam_py11","Container","Raw Adamantium","0.00","i\Contain_rock_Apy_11.NIF","","","No","No"
"rock_adam_py12","Container","Raw Adamantium","0.00","i\Contain_rock_Apy_12.NIF","","","No","No"
"rock_adam_py13","Container","Raw Adamantium","0.00","i\Contain_rock_Apy_13.NIF","","","No","No"
"rock_adam_py14","Container","Raw Adamantium","0.00","i\Contain_rock_Apy_14.NIF","","","No","No"
"rock_diamond_01","Container","Diamond","0.00","o\Contain_rock_diamond_01.nif","","","Yes","No"
"rock_diamond_02","Container","Diamond","0.00","o\Contain_rock_diamond_02.nif","","","Yes","No"
"rock_diamond_03","Container","Diamond","0.00","o\Contain_rock_diamond_03.nif","","","Yes","No"
"rock_diamond_04","Container","Diamond","0.00","o\Contain_rock_diamond_04.nif","","","Yes","No"
"rock_diamond_05","Container","Diamond","0.00","o\Contain_rock_diamond_05.nif","","","Yes","No"
"rock_diamond_06","Container","Diamond","0.00","o\Contain_rock_diamond_06.nif","","","Yes","No"
"rock_diamond_07","Container","Diamond","0.00","o\Contain_rock_diamond_07.nif","","","Yes","No"
"rock_ebony_01","Container","Raw Ebony","0.00","o\Contain_rock_ebony_01.nif","","","Yes","No"
"rock_ebony_01_colony","Container","Raw Ebony","0.00","o\Contain_rock_ebony_01.nif","","","No","No"
"rock_ebony_02","Container","Raw Ebony","0.00","o\Contain_rock_ebony_02.nif","","","Yes","No"
"rock_ebony_02_colony","Container","Raw Ebony","0.00","o\Contain_rock_ebony_02.nif","","","No","No"
"rock_ebony_03","Container","Raw Ebony","0.00","o\Contain_rock_ebony_03.nif","","","Yes","No"
"rock_ebony_04","Container","Raw Ebony","0.00","o\Contain_rock_ebony_04.nif","","","Yes","No"
"rock_ebony_05","Container","Raw Ebony","0.00","o\Contain_rock_ebony_05.nif","","","Yes","No"
"rock_ebony_05_colony","Container","Raw Ebony","0.00","o\Contain_rock_ebony_05.nif","","","No","No"
"rock_ebony_06","Container","Raw Ebony","0.00","o\Contain_rock_ebony_06.nif","","","Yes","No"
"rock_ebony_06_colony","Container","Raw Ebony","0.00","o\Contain_rock_ebony_06.nif","","","No","No"
"rock_ebony_07","Container","Raw Ebony","0.00","o\Contain_rock_ebony_07.nif","","","Yes","No"
"rock_ebony_07_colony","Container","Raw Ebony","0.00","o\Contain_rock_ebony_07.nif","","","No","No"
"rock_glass_01","Container","Raw Glass","0.00","o\Contain_rock_glass_01.nif","","","Yes","No"
"rock_glass_02","Container","Raw Glass","0.00","o\Contain_rock_glass_02.nif","","","Yes","No"
"rock_glass_03","Container","Raw Glass","0.00","o\Contain_rock_glass_03.nif","","","Yes","No"
"rock_glass_04","Container","Raw Glass","0.00","o\Contain_rock_glass_04.nif","","","Yes","No"
"rock_glass_05","Container","Raw Glass","0.00","o\Contain_rock_glass_05.nif","","","Yes","No"
"rock_glass_06","Container","Raw Glass","0.00","o\Contain_rock_glass_06.nif","","","Yes","No"
"rock_glass_07","Container","Raw Glass","0.00","o\Contain_rock_glass_07.nif","","","Yes","No"
"Rufinus_Alleius_chest","Container","Chest of Drawers","300.00","o\Contain_Com_Drawers_01.NIF","","","No","No"
"sack_small_(scale)00","Container","Small cloth sack","20.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"sack_tomb_ingred","Container","Cloth Sack","30.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"ship hull barrel","Container","Barrel","100.00","o\Contain_barrel_01.NIF","","Sound_Boat_Hull","No","No"
"sm_gateway chest","Container","Chest","200.00","o\Contain_De_Chest_01.NIF","","","No","No"
"stolen_goods","Container","Chest marked "Evidence"","100.00","o\Contain_Com_Chest_02.nif","","","No","No"
"T_Bkm_Flora_SomnFern01","Container","Somnalius","0.00","pc\o\pc_flora_somnalius.nif","","","Yes","Yes"
"T_Cyr_Fauna_FishChrys01","Container","Chrysophant","0.00","pc\o\pc_cont_fish_chrys_01.nif","","","Yes","No"
"T_Cyr_Fauna_FishChrys02","Container","Chrysophant","0.00","pc\o\pc_cont_fish_chrys_02.nif","","","Yes","No"
"T_Cyr_Fauna_FishLeap01","Container","Fringed Leaper","0.00","pc\o\pc_cont_fish_leapr_01.nif","","","Yes","No"
"T_Cyr_Fauna_FishLeap02","Container","Fringed Leaper","0.00","pc\o\pc_cont_fish_leapr_02.nif","","","Yes","No"
"T_Cyr_Fauna_FishLongf01","Container","Abecean Longfin","0.00","pc\o\pc_cont_fish_longf_01.nif","","","Yes","No"
"T_Cyr_Fauna_FishLongf02","Container","Abecean Longfin","0.00","pc\o\pc_cont_fish_longf_02.nif","","","Yes","No"
"T_Cyr_Fauna_FishLongf03","Container","Abecean Longfin","0.00","pc\o\pc_cont_fish_longf_03.nif","","","Yes","No"
"T_Cyr_Fauna_FishSlRst01","Container","Roasted Fish","0.00","pc\o\pc_cont_roastedfish_04.nif","","","Yes","No"
"T_Cyr_Fauna_FishSlRst02","Container","Roasted Fish","0.00","pc\o\pc_cont_roastedfish_05.nif","","","Yes","No"
"T_Cyr_Fauna_FishSlRst03","Container","Roasted Fish","0.00","pc\o\pc_cont_roastedfish_06.nif","","","Yes","No"
"T_Cyr_Fauna_FishSpr01","Container","Spearmouth","0.00","pc\o\pc_cont_fish_soldr_01.nif","","","Yes","No"
"T_Cyr_Fauna_FishSpr02","Container","Spearmouth","0.00","pc\o\pc_cont_fish_soldr_02.nif","","","Yes","No"
"T_Cyr_Fauna_FishStr01","Container","Stridfish","0.00","pc\o\pc_cont_fish_jewel_01.nif","","","Yes","No"
"T_Cyr_Fauna_FishStr02","Container","Stridfish","0.00","pc\o\pc_cont_fish_jewel_02.nif","","","Yes","No"
"T_Cyr_Flora_Alkanet01","Container","Alkanet","0.00","pc\o\pc_flora_alkanet.nif","","","Yes","Yes"
"T_Cyr_Flora_AloeVera01","Container","Aloe Vera","0.00","pc\o\pc_flora_aloe.nif","","","Yes","Yes"
"T_Cyr_Flora_AloeVera02","Container","Aloe Vera","0.00","pc\o\pc_flora_aloe_02.nif","","","Yes","Yes"
"T_Cyr_Flora_AloeVera03","Container","Aloe Vera","0.00","pc\o\pc_flora_aloe_03.nif","","","Yes","Yes"
"T_Cyr_Flora_Apple01","Container","Apple Tree","0.00","pc\o\PC_Flora_Apple_01.nif","","","Yes","Yes"
"T_Cyr_Flora_Apple02","Container","Apple Tree","0.00","pc\o\PC_Flora_Apple_02.nif","","","Yes","Yes"
"T_Cyr_Flora_Apple03","Container","Apple Tree","0.00","pc\o\PC_Flora_Apple_03.nif","","","Yes","Yes"
"T_Cyr_Flora_Aquilegia01","Container","Aquilegia","0.00","pc\o\pc_flora_columbine.nif","","","Yes","Yes"
"T_Cyr_Flora_Bloodlill01","Container","Blood Lily","0.00","pc\o\pc_flora_bloodlily.nif","","","Yes","Yes"
"T_Cyr_Flora_BogBeac01","Container","Bog Beacon","0.00","pc\o\pc_flora_Bbeacon1.nif","","","Yes","Yes"
"T_Cyr_Flora_BogBeac02","Container","Bog Beacon","0.00","pc\o\pc_flora_Bbeacon2.nif","","","Yes","Yes"
"T_Cyr_Flora_BogBeac03","Container","Bog Beacon","0.00","pc\o\pc_flora_Bbeacon3.nif","","","Yes","Yes"
"T_Cyr_Flora_CairnBol01","Container","Cairn Bolete","0.00","pc\o\pc_flora_CBolete1.nif","","","Yes","Yes"
"T_Cyr_Flora_CairnBol02","Container","Cairn Bolete","0.00","pc\o\pc_flora_CBolete2.nif","","","Yes","Yes"
"T_Cyr_Flora_CairnBol03","Container","Cairn Bolete","0.00","pc\o\pc_flora_CBolete3.nif","","","Yes","Yes"
"T_Cyr_Flora_Chokeberr01","Container","Chokeberry Vine","0.00","pc\o\pc_flora_Cberry1.nif","","","Yes","Yes"
"T_Cyr_Flora_CinnaPoly01","Container","Cinnabar Polypore Red Cap","0.00","pc\o\pc_flora_cinpoly1.nif","","","Yes","Yes"
"T_Cyr_Flora_CinnaPoly02","Container","Cinnabar Polypore Yellow Cap","0.00","pc\o\pc_flora_cinpoly2.nif","","","Yes","Yes"
"T_Cyr_Flora_CloudedFn01","Container","Clouded Funnel","0.00","pc\o\pc_flora_Cfunnel_1.NIF","","","Yes","Yes"
"T_Cyr_Flora_CloudedFn02","Container","Clouded Funnel","0.00","pc\o\pc_flora_Cfunnel_2.NIF","","","Yes","Yes"
"T_Cyr_Flora_CloudedFn03","Container","Clouded Funnel","0.00","pc\o\pc_flora_Cfunnel_3.NIF","","","Yes","Yes"
"T_Cyr_Flora_DryadSad01","Container","Dryad's Saddle Polypore","0.00","pc\o\pc_flora_driadsad_01.nif","","","Yes","Yes"
"T_Cyr_Flora_DryadSad02","Container","Dryad's Saddle Polypore","0.00","pc\o\pc_flora_driadsad_02.nif","","","Yes","Yes"
"T_Cyr_Flora_DryadSad03","Container","Dryad's Saddle Polypore","0.00","pc\o\pc_flora_driadsad_03.nif","","","Yes","Yes"
"T_Cyr_Flora_DryadSad04","Container","Dryad's Saddle Polypore","0.00","pc\o\pc_flora_driadsad_04.nif","","","Yes","Yes"
"T_Cyr_Flora_Elfcup01","Container","Elf Cup","0.00","pc\o\pc_flora_Ecup.nif","","","Yes","Yes"
"T_Cyr_Flora_EmeticRus01","Container","Emetic Russula","0.00","pc\o\pc_flora_ERussula1.nif","","","Yes","Yes"
"T_Cyr_Flora_EmeticRus02","Container","Emetic Russula","0.00","pc\o\pc_flora_ERussula2.nif","","","Yes","Yes"
"T_Cyr_Flora_Fig01","Container","Fig Tree","0.00","pc\o\pc_Flora_Fig01.nif","","","Yes","Yes"
"T_Cyr_Flora_Fig02","Container","Fig Tree","0.00","pc\o\pc_Flora_Fig02.nif","","","Yes","Yes"
"T_Cyr_Flora_Fig03","Container","Fig Tree","0.00","pc\o\pc_Flora_Fig03.nif","","","Yes","Yes"
"T_Cyr_Flora_Ginseng01","Container","Ginseng","0.00","pc\o\pc_flora_ginseng.nif","","","Yes","Yes"
"T_Cyr_Flora_Ginseng02","Container","Ginseng","0.00","pc\o\pc_flora_ginsengY.nif","","","Yes","Yes"
"T_Cyr_Flora_Goldenrod01","Container","Goldenrod","0.00","pc\o\pc_flora_gRod.nif","","","Yes","Yes"
"T_Cyr_Flora_Grape01","Container","Grapevine","0.00","pc\o\pc_flora_grape1.nif","","","Yes","Yes"
"T_Cyr_Flora_Grape02","Container","Grapevine","0.00","pc\o\pc_flora_grape2.nif","","","Yes","Yes"
"T_Cyr_Flora_Grape03","Container","Grapevine","0.00","pc\o\pc_flora_grape3.nif","","","Yes","Yes"
"T_Cyr_Flora_GreenstCp01","Container","Green Stain Cup","0.00","pc\o\pc_flora_greencup.nif","","","Yes","Yes"
"T_Cyr_Flora_GreenstSh01","Container","Green Stain Shelf","0.00","pc\o\pc_flora_greenshelf.nif","","","Yes","Yes"
"T_Cyr_Flora_Indureta01","Container","Durata Stalk","0.00","sky\o\sky_flora_maize_01.nif","","","Yes","Yes"
"T_Cyr_Flora_Inkwood01","Container","Inkwood","0.00","pc\o\pc_flora_Inkwood_01.nif","","","Yes","Yes"
"T_Cyr_Flora_Inkwood02","Container","Inkwood","0.00","pc\o\pc_flora_Inkwood_02.nif","","","Yes","Yes"
"T_Cyr_Flora_Inkwood03","Container","Inkwood","0.00","pc\o\pc_flora_Inkwood_03.nif","","","Yes","Yes"
"T_Cyr_Flora_Inkwood04","Container","Inkwood","0.00","pc\o\pc_flora_Inkwood_04.nif","","","Yes","Yes"
"T_Cyr_Flora_Ironrye01","Container","Ironrye","0.00","pc\o\pc_flora_ironrye_01.nif","","","Yes","Yes"
"T_Cyr_Flora_Ironrye02","Container","Ironrye","0.00","pc\o\pc_flora_ironrye_02.nif","","","Yes","Yes"
"T_Cyr_Flora_Ladysmck01","Container","Lady's Smock","0.00","pc\o\pc_flora_ladyssmock.nif","","","Yes","Yes"
"T_Cyr_Flora_Ladysmnt01","Container","Lady's Mantle","0.00","pc\o\pc_flora_ladysmantle.nif","","","Yes","Yes"
"T_Cyr_Flora_LillyVall01","Container","Lily of the Valley","0.00","pc\o\pc_flora_lilyov1.nif","","","Yes","Yes"
"T_Cyr_Flora_LillyVall02","Container","Lily of the Valley","0.00","pc\o\pc_flora_lilyov2.nif","","","Yes","Yes"
"T_Cyr_Flora_LillyVall03","Container","Lily of the Valley","0.00","pc\o\pc_flora_lilyov3.nif","","","Yes","Yes"
"T_Cyr_Flora_LillyVall04","Container","Lily of the Valley","0.00","pc\o\pc_flora_lilyov4.nif","","","Yes","Yes"
"T_Cyr_Flora_Lotus01","Container","Perrif's Lotus","0.00","pc\o\pc_flora_lotus.nif","","","Yes","Yes"
"T_Cyr_Flora_Lycovine01","Container","Lycovine","0.00","pc\o\pc_flora_lycovine.nif","","","Yes","Yes"
"T_Cyr_Flora_Mandrake01","Container","Mandrake","0.00","pc\o\pc_flora_mandrake.nif","","","Yes","Yes"
"T_Cyr_Flora_MarasBead01","Container","Mara's Beads","0.00","pc\o\pc_flora_marasbeads_01.nif","","","Yes","Yes"
"T_Cyr_Flora_MarshStlk01","Container","Marsh Stalk","0.00","pc\o\pc_flora_marshstalk_01.nif","","","Yes","Yes"
"T_Cyr_Flora_Monarda01","Container","Monarda Flower","0.00","pc\o\pc_flora_bergamot.nif","","","Yes","Yes"
"T_Cyr_Flora_Monkshood01","Container","Monkshood","0.00","pc\o\pc_flora_monkshood.nif","","","Yes","Yes"
"T_Cyr_Flora_MorningGl01","Container","Morning Glory","0.00","pc\o\pc_flora_mglory_01.nif","","","Yes","Yes"
"T_Cyr_Flora_MorningGl02","Container","Morning Glory","0.00","pc\o\pc_flora_mglory_02.nif","","","Yes","Yes"
"T_Cyr_Flora_MorningGl03","Container","Morning Glory","0.00","pc\o\pc_flora_mglory_03.nif","","","Yes","Yes"
"T_Cyr_Flora_Motherw01","Container","Motherwort","0.00","pc\o\pc_flora_motherwort.nif","","","Yes","Yes"
"T_Cyr_Flora_Peony01","Container","Peony","0.00","pc\o\pc_flora_peony.nif","","","Yes","Yes"
"T_Cyr_Flora_Peony02","Container","Peony","0.00","pc\o\pc_flora_peony_02.nif","","","Yes","Yes"
"T_Cyr_Flora_Pitcher_01","Container","Pitcher","0.00","pc\o\pc_flora_pitcher.nif","","","Yes","Yes"
"T_Cyr_Flora_Pitcher_02","Container","Pitcher","0.00","pc\o\pc_flora_pitcher_02.nif","","","Yes","Yes"
"T_Cyr_Flora_PoisonLil01","Container","Great White Poison Lily","0.00","pc\o\pc_flora_psnlily.nif","","","Yes","Yes"
"T_Cyr_Flora_PoisonLil02","Container","Great White Poison Lily","0.00","pc\o\pc_flora_psnlily2.nif","","","Yes","Yes"
"T_Cyr_Flora_Poppad01","Container","Poppad Gourd","0.00","pc\o\pc_flora_poppad_01.nif","","","Yes","Yes"
"T_Cyr_Flora_Primrose01","Container","Primrose","0.00","pc\o\pc_flora_pRose.nif","","","Yes","Yes"
"T_Cyr_Flora_Primrose02","Container","Primrose","0.00","pc\o\pc_flora_prose_02.nif","","","Yes","Yes"
"T_Cyr_Flora_Primrose03","Container","Primrose","0.00","pc\o\pc_flora_prose_03.nif","","","Yes","Yes"
"T_Cyr_Flora_Siyat01","Container","Siyat","0.00","pc\o\pc_flora_siyat_01.nif","","","Yes","Yes"
"T_Cyr_Flora_Socrata01","Container","Socatra Plant","0.00","pc\o\pc_flora_socatra1.nif","","","Yes","Yes"
"T_Cyr_Flora_Socrata02","Container","Socatra Plant","0.00","pc\o\pc_flora_socatra2.nif","","","Yes","Yes"
"T_Cyr_Flora_Socrata03","Container","Young Socatra Plant","0.00","pc\o\pc_flora_socatra3.nif","","","Yes","Yes"
"T_Cyr_Flora_Spikerice01","Container","Spike Rice","0.00","pc\o\PC_Flora_SpkRice_01.nif","","","Yes","Yes"
"T_Cyr_Flora_Spikerice02","Container","Spike Rice","0.00","pc\o\PC_Flora_SpkRice_02.nif","","","Yes","Yes"
"T_Cyr_Flora_Spikerice03","Container","Spike Rice","0.00","pc\o\PC_Flora_SpkRice_03.nif","","","Yes","Yes"
"T_Cyr_Flora_Steelblue01","Container","Steel Blue Entoloma","0.00","pc\o\pc_flora_steelblue_1.nif","","","Yes","Yes"
"T_Cyr_Flora_Steelblue02","Container","Steel Blue Entoloma","0.00","pc\o\pc_flora_steelblue_2.nif","","","Yes","Yes"
"T_Cyr_Flora_Stinkhorn01","Container","Stinkhorn","0.00","pc\o\PC_Flora_SHorn.nif","","","Yes","Yes"
"T_Cyr_Flora_StjahnsWr01","Container","St. Jahn's Wort","0.00","pc\o\pc_flora_stjahns.nif","","","Yes","Yes"
"T_Cyr_Flora_SummerBol01","Container","Summer Bolete","0.00","pc\o\PC_Flora_SummerB_01.nif","","","Yes","Yes"
"T_Cyr_Flora_SummerBol02","Container","Summer Bolete","0.00","pc\o\PC_Flora_SummerB_02.nif","","","Yes","Yes"
"T_Cyr_Flora_Thunglew01","Container","Thungleweed","0.00","pc\o\pc_flora_thungleweed.nif","","","Yes","Yes"
"T_Cyr_Flora_Tigerlill01","Container","Tiger Lily","0.00","pc\o\pc_flora_tigerlily.nif","","","Yes","Yes"
"T_Cyr_Flora_Tigerlill02","Container","Tiger Lily","0.00","pc\o\pc_flora_tigerlily2.nif","","","Yes","Yes"
"T_Cyr_Flora_TindPoly01","Container","Tinder Polypore","0.00","pc\o\PC_Flora_TPPore_01.NIF","","","Yes","Yes"
"T_Cyr_Flora_TindPoly02","Container","Tinder Polypore","0.00","pc\o\PC_Flora_TPPore_02.NIF","","","Yes","Yes"
"T_Cyr_Flora_TindPoly03","Container","Tinder Polypore","0.00","pc\o\PC_Flora_TPPoreC_01.NIF","","","Yes","Yes"
"T_Cyr_Flora_TindPoly04","Container","Tinder Polypore","0.00","pc\o\PC_Flora_TPPoreC_02.NIF","","","Yes","Yes"
"T_Cyr_Flora_TindPoly05","Container","Tinder Polypore","0.00","pc\o\PC_Flora_TPPoreC_03.NIF","","","Yes","Yes"
"T_Cyr_Flora_TrinityPl01","Container","Trinity Plant","0.00","pc\o\pc_flora_trinityplant.nif","","","Yes","Yes"
"T_Cyr_Flora_ViperBugl01","Container","Viper's Bugloss","0.00","pc\o\pc_flora_vBugloss.nif","","","Yes","Yes"
"T_Cyr_Flora_Wispstalk01","Container","Wisp Stalk","0.00","pc\o\pc_flora_wispstalk.nif","","","Yes","Yes"
"T_Cyr_Mine_OreGCAdam01","Container","Raw Adamantium","0.00","pc\o\PC_cont_ore_GC_Am_15.NIF","","","Yes","No"
"T_Cyr_Mine_OreGCAdam02","Container","Raw Adamantium","0.00","pc\o\PC_cont_ore_GC_Am_16.NIF","","","Yes","No"
"T_Cyr_Mine_OreGCAdam03","Container","Raw Adamantium","0.00","pc\o\PC_cont_ore_GC_Am_17.NIF","","","Yes","No"
"T_Cyr_Mine_OreGCAdam04","Container","Raw Adamantium","0.00","pc\o\PC_cont_ore_GC_Am_18.NIF","","","Yes","No"
"T_Cyr_Mine_OreGCAdam05","Container","Raw Adamantium","0.00","pc\o\PC_cont_ore_GC_Am_19.NIF","","","Yes","No"
"T_Cyr_Mine_OreGCAdam06","Container","Raw Adamantium","0.00","pc\o\PC_cont_ore_GC_Am_20.NIF","","","Yes","No"
